Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2021,MASSACHUSETTS,SEAROBINS **,,,,Confidential,Commercial,Triglidae,166972,ACCSP
2021,MASSACHUSETTS,"SEAWEED, KELP, FINGERED",,,,Confidential,Commercial,Laminaria digitata,11228,ACCSP
2021,MASSACHUSETTS,"SEAWEED, KELP, SUGAR",,,,Confidential,Commercial,Laminaria saccharina,11222,ACCSP
2021,MASSACHUSETTS,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230,EXCEPTIONS
2021,MASSACHUSETTS,"SHARK, DOGFISH, SPINY","3,770,591","1,710","875,019",Public,Commercial,Squalus acanthias,160617,ACCSP
2021,MASSACHUSETTS,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2021,MASSACHUSETTS,"SHARK, PORBEAGLE",,,,Confidential,Commercial,Lamna nasus,159911,EXCEPTIONS
2021,MASSACHUSETTS,"SKATE, BARNDOOR","308,425",140,"67,738",Public,Commercial,Dipturus laevis,564139,ACCSP
2021,MASSACHUSETTS,"SKATE, LITTLE","312,210",142,"49,159",Public,Commercial,Leucoraja erinacea,564130,ACCSP
2021,MASSACHUSETTS,"SKATE, SMOOTH",,,,Confidential,Commercial,Malacoraja senta,564151,ACCSP
2021,MASSACHUSETTS,"SKATE, WINTER","6,165,844","2,797","1,262,011",Public,Commercial,Leucoraja ocellata,564145,ACCSP
2021,MASSACHUSETTS,"SKATES, RAJIDAE (FAMILY) **","21,631",10,"3,656",Public,Commercial,Rajidae,160845,ACCSP
2021,MASSACHUSETTS,"SNAILS, MOON **","3,297",1,"2,753",Public,Commercial,Naticidae,72878,ACCSP
2021,MASSACHUSETTS,"SQUID, LONGFIN LOLIGO","1,704,868",773,"3,020,466",Public,Commercial,Loligo pealeii,82372,ACCSP
2021,MASSACHUSETTS,"SQUID, SHORTFIN ILLEX","15,046,031","6,825","5,893,468",Public,Commercial,Illex illecebrosus,82521,ACCSP
2021,MASSACHUSETTS,SWORDFISH,"34,446",16,"142,194",Public,Commercial,Xiphias gladius,172482,EXCEPTIONS
2021,MASSACHUSETTS,TARPON,,,,Confidential,Commercial,Megalops atlanticus,161116,ACCSP
2021,MASSACHUSETTS,TAUTOG,"68,865",31,"344,769",Public,Commercial,Tautoga onitis,170479,ACCSP
2021,MASSACHUSETTS,"TILEFISH, BLUELINE",,,,Confidential,Commercial,Caulolatilus microps,168543,ACCSP
2021,MASSACHUSETTS,"TILEFISH, GOLDEN","4,631",2,"13,708",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSP
2021,MASSACHUSETTS,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",,,,Confidential,Commercial,Batrachoididae,164412,ACCSP
2021,MASSACHUSETTS,"TRIGGERFISH, GRAY",912,0,"1,278",Public,Commercial,Balistes capriscus,173138,ACCSP
2021,MASSACHUSETTS,TRIGGERFISHES **,"3,132",1,"3,987",Public,Commercial,Balistidae,173128,ACCSP
2021,MASSACHUSETTS,"TUNA, ALBACORE","35,018",16,"54,226",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2021,MASSACHUSETTS,"TUNA, BIGEYE","176,680",80,"994,927",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2021,MASSACHUSETTS,"TUNA, BLUEFIN","1,113,699",505,"6,207,471",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2021,MASSACHUSETTS,"TUNA, YELLOWFIN","90,802",41,"382,574",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2021,MASSACHUSETTS,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,,,Confidential,Commercial,Strongylocentrotus,157968,ACCSP
2021,MASSACHUSETTS,WAHOO,382,0,"1,540",Public,Commercial,Acanthocybium solandri,172451,ACCSP
2021,MASSACHUSETTS,WEAKFISH,349,0,687,Public,Commercial,Cynoscion regalis,169241,ACCSP
2021,MASSACHUSETTS,"WHELK, CHANNELED","244,226",111,"3,064,017",Public,Commercial,Busycotypus canaliculatus,74096,ACCSP
2021,MASSACHUSETTS,"WHELK, KNOBBED","22,802",10,"156,275",Public,Commercial,Busycon carica,74071,ACCSP
2021,MASSACHUSETTS,"WHELK, WAVED",,,,Confidential,Commercial,Buccinum undatum,73795,ACCSP
2021,MASSACHUSETTS,WITHHELD FOR CONFIDENTIALITY,"4,821,119","2,187","5,545,465",Public,Commercial,Other,0,ACCSP
2021,NEW HAMPSHIRE,BUTTERFISH,,,,Confidential,Commercial,Peprilus triacanthus,172567,ACCSP
2021,NEW HAMPSHIRE,"COD, ATLANTIC","45,836",21,"124,633",Public,Commercial,Gadus morhua,164712,ACCSP
2021,NEW HAMPSHIRE,"CRAB, ATLANTIC ROCK",,,,Confidential,Commercial,Cancer irroratus,98679,ACCSP
2021,NEW HAMPSHIRE,"CRAB, GREEN",,,,Confidential,Commercial,Carcinus maenas,98734,ACCSP
2021,NEW HAMPSHIRE,"CRAB, JONAH","123,729",56,"94,028",Public,Commercial,Cancer borealis,98678,ACCSP
2021,NEW HAMPSHIRE,"CRAB, RED DEEPSEA",,,,Confidential,Commercial,Chaceon quinquedens,620992,ACCSP
2021,NEW HAMPSHIRE,"CRABS, SPIDER **",,,,Confidential,Commercial,Majidae,98417,ACCSP
2021,NEW HAMPSHIRE,CUSK,"1,628",1,790,Public,Commercial,Brosme brosme,164740,ACCSP
2021,NEW HAMPSHIRE,"FLOUNDER, AMERICAN PLAICE","13,893",6,"13,200",Public,Commercial,Hippoglossoides platessoides,172877,ACCSP
2021,NEW HAMPSHIRE,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2021,NEW HAMPSHIRE,"FLOUNDER, WINTER","6,002",3,"10,716",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2021,NEW HAMPSHIRE,"FLOUNDER, WITCH","23,503",11,"37,755",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2021,NEW HAMPSHIRE,"FLOUNDER, YELLOWTAIL","12,129",6,"8,568",Public,Commercial,Limanda ferruginea,172909,ACCSP
2021,NEW HAMPSHIRE,GOOSEFISH,"283,217",128,"224,892",Public,Commercial,Lophius americanus,164499,ACCSP
2021,NEW HAMPSHIRE,HADDOCK,"370,828",168,"504,824",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2021,NEW HAMPSHIRE,"HAKE, RED",,,,Confidential,Commercial,Urophycis chuss,164730,ACCSP
2021,NEW HAMPSHIRE,"HAKE, SILVER","27,254",12,"20,120",Public,Commercial,Merluccius bilinearis,164791,ACCSP
2021,NEW HAMPSHIRE,"HAKE, WHITE","141,585",64,"211,749",Public,Commercial,Urophycis tenuis,164732,ACCSP
2021,NEW HAMPSHIRE,"HAKES, RED AND WHITE **",,,,Confidential,Commercial,Urophycis,164729,ACCSP
2021,NEW HAMPSHIRE,"HALIBUT, ATLANTIC","1,914",1,"14,266",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSP
2021,NEW HAMPSHIRE,"HERRING, ATLANTIC",,,,Confidential,Commercial,Clupea harengus,161722,ACCSP
2021,NEW HAMPSHIRE,"HERRING, ATLANTIC THREAD",,,,Confidential,Commercial,Opisthonema oglinum,161748,ACCSP
2021,NEW HAMPSHIRE,"LOBSTER, AMERICAN","5,712,222","2,591","44,187,581",Public,Commercial,Homarus americanus,97314,ACCSP
2021,NEW HAMPSHIRE,"MACKEREL, ATLANTIC",410,0,221,Public,Commercial,Scomber scombrus,172414,ACCSP
2021,NEW HAMPSHIRE,MENHADENS **,"4,807,900","2,181","1,697,400",Public,Commercial,Brevoortia ,161731,ACCSP
2021,NEW HAMPSHIRE,POLLOCK,"110,514",50,"198,744",Public,Commercial,Pollachius virens,164727,ACCSP
2021,NEW HAMPSHIRE,"REDFISH, ACADIAN","2,863",1,"1,560",Public,Commercial,Sebastes fasciatus,166774,ACCSP
2021,NEW HAMPSHIRE,"SCALLOP, SEA","11,504",5,"194,683",Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,NEW HAMPSHIRE,"SCULPIN, LONGHORN",,,,Confidential,Commercial,Myoxocephalus octodecemspinosu,167320,ACCSP
2021,NEW HAMPSHIRE,SCUP,,,,Confidential,Commercial,Stenotomus chrysops,169182,ACCSP
2021,NEW HAMPSHIRE,"SHARK, DOGFISH, SPINY",,,,Confidential,Commercial,Squalus acanthias,160617,ACCSP
2021,NEW HAMPSHIRE,"SKATE, BARNDOOR",,,,Confidential,Commercial,Dipturus laevis,564139,ACCSP
2021,NEW HAMPSHIRE,"SKATE, LITTLE",,,,Confidential,Commercial,Leucoraja erinacea,564130,ACCSP
2021,NEW HAMPSHIRE,"SKATE, SMOOTH",,,,Confidential,Commercial,Malacoraja senta,564151,ACCSP
2021,NEW HAMPSHIRE,"SKATE, WINTER",,,,Confidential,Commercial,Leucoraja ocellata,564145,ACCSP
2021,NEW HAMPSHIRE,"SQUID, LONGFIN LOLIGO",,,,Confidential,Commercial,Loligo pealeii,82372,ACCSP
2021,NEW HAMPSHIRE,"SQUID, SHORTFIN ILLEX",,,,Confidential,Commercial,Illex illecebrosus,82521,ACCSP
2021,NEW HAMPSHIRE,SWORDFISH,,,,Confidential,Commercial,Xiphias gladius,172482,EXCEPTIONS
2021,NEW HAMPSHIRE,"TUNA, BLUEFIN","162,492",74,"858,266",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2021,NEW HAMPSHIRE,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2021,NEW HAMPSHIRE,"WHELK, CHANNELED",,,,Confidential,Commercial,Busycotypus canaliculatus,74096,ACCSP
2021,NEW HAMPSHIRE,"WHELK, KNOBBED",,,,Confidential,Commercial,Busycon carica,74071,ACCSP
2021,NEW HAMPSHIRE,WITHHELD FOR CONFIDENTIALITY,"892,215",405,"298,118",Public,Commercial,Other,0,ACCSP
2021,RHODE ISLAND,AMBERJACKS **,,,,Confidential,Commercial,Seriola,168688,ACCSP
2021,RHODE ISLAND,"BASS, BLACK SEA","660,033",299,"2,024,679",Public,Commercial,Centropristis striata,167687,ACCSP
2021,RHODE ISLAND,"BASS, STRIPED","130,308",59,"539,824",Public,Commercial,Morone saxatilis,167680,ACCSP
2021,RHODE ISLAND,BLUEFISH,"254,806",116,"320,966",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2021,RHODE ISLAND,"BONITO, ATLANTIC","13,489",6,"33,534",Public,Commercial,Sarda sarda,172409,ACCSP
2021,RHODE ISLAND,BUTTERFISH,"2,660,742","1,207","1,880,421",Public,Commercial,Peprilus triacanthus,172567,ACCSP
2021,RHODE ISLAND,"CLAM, QUAHOG, NORTHERN","344,035",156,"3,988,117",Public,Commercial,Mercenaria mercenaria,81496,ACCSP
2021,RHODE ISLAND,"CLAM, SOFT",331,0,"4,820",Public,Commercial,Mya arenaria,81692,ACCSP
2021,RHODE ISLAND,COBIA,797,0,"2,089",Public,Commercial,Rachycentron canadum,168566,ACCSP
2021,RHODE ISLAND,"COD, ATLANTIC","12,803",6,"26,286",Public,Commercial,Gadus morhua,164712,ACCSP
2021,RHODE ISLAND,CONCHS **,"6,138",3,"22,692",Public,Commercial,Strombidae,72554,ACCSP
2021,RHODE ISLAND,"CRAB, ATLANTIC ROCK","55,422",25,"63,354",Public,Commercial,Cancer irroratus,98679,ACCSP
2021,RHODE ISLAND,"CRAB, BLUE",,,,Confidential,Commercial,Callinectes sapidus,98696,ACCSP
2021,RHODE ISLAND,"CRAB, GREEN","97,074",44,"36,690",Public,Commercial,Carcinus maenas,98734,ACCSP
2021,RHODE ISLAND,"CRAB, HORSESHOE","51,320",23,"23,647",Public,Commercial,Limulus polyphemus,82703,ACCSP
2021,RHODE ISLAND,"CRAB, JONAH","2,142,424",972,"2,567,331",Public,Commercial,Cancer borealis,98678,ACCSP
2021,RHODE ISLAND,"CRAB, RED DEEPSEA",,,,Confidential,Commercial,Chaceon quinquedens,620992,ACCSP
2021,RHODE ISLAND,"CRABS, HERMIT, PAGURUS (GENUS) **",,,,Confidential,Commercial,Pagurus,97775,ACCSP
2021,RHODE ISLAND,CUNNER,"4,454",2,"4,481",Public,Commercial,Tautogolabrus adspersus,170481,ACCSP
2021,RHODE ISLAND,DOLPHINFISH **,"6,428",3,"21,747",Public,Commercial,Coryphaena spp.,168790,ACCSP
2021,RHODE ISLAND,"DORY, BUCKLER","43,770",20,"47,316",Public,Commercial,Zenopsis conchifera,166284,ACCSP
2021,RHODE ISLAND,DRUMS **,,,,Confidential,Commercial,Sciaenidae,169237,ACCSP
2021,RHODE ISLAND,"EEL, AMERICAN","1,863",1,"5,210",Public,Commercial,Anguilla rostrata,161127,ACCSP
2021,RHODE ISLAND,"EEL, CONGER","12,053",5,"12,164",Public,Commercial,Conger oceanicus,161326,ACCSP
2021,RHODE ISLAND,ESCOLAR,,,,Confidential,Commercial,Lepidocybium flavobrunneum,172362,ACCSP
2021,RHODE ISLAND,"FLOUNDER, SUMMER","1,893,347",859,"5,576,112",Public,Commercial,Paralichthys dentatus,172735,ACCSP
2021,RHODE ISLAND,"FLOUNDER, WINTER","67,452",31,"177,581",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2021,RHODE ISLAND,"FLOUNDER, WITCH",22,0,31,Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2021,RHODE ISLAND,"FLOUNDER, YELLOWTAIL",628,0,922,Public,Commercial,Limanda ferruginea,172909,ACCSP
2021,RHODE ISLAND,GOOSEFISH,"1,552,853",704,"1,051,221",Public,Commercial,Lophius americanus,164499,ACCSP
2021,RHODE ISLAND,"GROUPERS, SERRANIDAE (FAMILY) **",,,,Confidential,Commercial,Serranidae,167674,ACCSP
2021,RHODE ISLAND,HADDOCK,,,,Confidential,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2021,RHODE ISLAND,"HAKE, OFFSHORE",,,,Confidential,Commercial,Merluccius albidus,164793,ACCSP
2021,RHODE ISLAND,"HAKE, RED","223,508",101,"93,166",Public,Commercial,Urophycis chuss,164730,ACCSP
2021,RHODE ISLAND,"HAKE, SILVER","2,896,455","1,314","2,365,741",Public,Commercial,Merluccius bilinearis,164791,ACCSP
2021,RHODE ISLAND,"HAKE, WHITE",,,,Confidential,Commercial,Urophycis tenuis,164732,ACCSP
2021,RHODE ISLAND,"HAKES, MERLUCCIUS (GENUS) **",,,,Confidential,Commercial,Merluccius,164790,ACCSP
2021,RHODE ISLAND,"HAKES, RED AND WHITE **",,,,Confidential,Commercial,Urophycis,164729,ACCSP
2021,RHODE ISLAND,"HALIBUT, ATLANTIC",,,,Confidential,Commercial,Hippoglossus hippoglossus,172933,ACCSP
2021,RHODE ISLAND,"HERRING, ATLANTIC","386,000",175,"87,147",Public,Commercial,Clupea harengus,161722,ACCSP
2021,RHODE ISLAND,"HERRING, BLUEBACK",,,,Confidential,Commercial,Alosa aestivalis,161703,ACCSP
2021,RHODE ISLAND,HERRINGS **,,,,Confidential,Commercial,Clupeidae,161700,ACCSP
2021,RHODE ISLAND,"JACK, CREVALLE",,,,Confidential,Commercial,Caranx hippos,168609,ACCSP
2021,RHODE ISLAND,"KINGFISH, NORTHERN",17,0,16,Public,Commercial,Menticirrhus saxatilis,169276,ACCSP
2021,RHODE ISLAND,KINGFISHES **,"2,402",1,"2,632",Public,Commercial,Menticirrhus,169273,ACCSP
2021,RHODE ISLAND,"LIZARDFISH, INSHORE",,,,Confidential,Commercial,Synodus foetens,162376,ACCSP
2021,RHODE ISLAND,"LOBSTER, AMERICAN","1,351,415",613,"10,701,240",Public,Commercial,Homarus americanus,97314,ACCSP
2021,RHODE ISLAND,"MACKEREL, ATLANTIC","205,352",93,"71,405",Public,Commercial,Scomber scombrus,172414,ACCSP
2021,RHODE ISLAND,"MACKEREL, ATLANTIC CHUB","34,488",16,"21,984",Public,Commercial,Scomber colias,172413,ACCSP
2021,RHODE ISLAND,"MACKEREL, FRIGATE",,,,Confidential,Commercial,Auxis thazard,172456,ACCSP
2021,RHODE ISLAND,"MACKEREL, KING",,,,Confidential,Commercial,Scomberomorus cavalla,172435,ACCSP
2021,RHODE ISLAND,"MACKEREL, SPANISH",284,0,685,Public,Commercial,Scomberomorus maculatus,172436,ACCSP
2021,RHODE ISLAND,MENHADENS **,"3,575,154","1,622","536,806",Public,Commercial,Brevoortia ,161731,ACCSP
2021,RHODE ISLAND,"MUSSEL, SEA",,,,Confidential,Commercial,Mytilus edulis,79454,ACCSP
2021,RHODE ISLAND,"NEEDLEFISH, ATLANTIC",,,,Confidential,Commercial,Strongylura marina,165551,ACCSP
2021,RHODE ISLAND,OCTOPUSES **,,,,Confidential,Commercial,Octopodidae,82590,ACCSP
2021,RHODE ISLAND,"OYSTER, EASTERN","135,402",61,"5,834,896",Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,RHODE ISLAND,POLLOCK,74,0,80,Public,Commercial,Pollachius virens,164727,ACCSP
2021,RHODE ISLAND,POMFRETS **,,,,Confidential,Commercial,Bramidae,170287,ACCSP
2021,RHODE ISLAND,"PUFFER, NORTHERN",,,,Confidential,Commercial,Sphoeroides maculatus,173290,ACCSP
2021,RHODE ISLAND,"REDFISH, ACADIAN",,,,Confidential,Commercial,Sebastes fasciatus,166774,ACCSP
2021,RHODE ISLAND,"ROUGHY, BIG",,,,Confidential,Commercial,Gephyroberyx darwinii,615855,ACCSP
2021,RHODE ISLAND,"SARDINE, SCALED",,,,Confidential,Commercial,Harengula jaguana,161755,ACCSP
2021,RHODE ISLAND,"SCALLOP, SEA","1,981,694",899,"28,787,202",Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,RHODE ISLAND,SCUP,"4,272,466","1,938","2,734,994",Public,Commercial,Stenotomus chrysops,169182,ACCSP
2021,RHODE ISLAND,"SEAROBIN, NORTHERN","1,730",1,290,Public,Commercial,Prionotus carolinus,166974,ACCSP
2021,RHODE ISLAND,SEAROBINS **,"1,576",1,504,Public,Commercial,Triglidae,166972,ACCSP
2021,RHODE ISLAND,"SEATROUT, SPOTTED",,,,Confidential,Commercial,Cynoscion nebulosus,169239,ACCSP
2021,RHODE ISLAND,"SHAD, AMERICAN",,,,Confidential,Commercial,Alosa sapidissima,161702,ACCSP
2021,RHODE ISLAND,"SHAD, HICKORY",,,,Confidential,Commercial,Alosa mediocris,161704,ACCSP
2021,RHODE ISLAND,SHARK FINS **,,,,Confidential,Commercial,Unspecified,2,EXCEPTIONS
2021,RHODE ISLAND,"SHARK, DOGFISH, SMOOTH","115,252",52,"46,828",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2021,RHODE ISLAND,"SHARK, DOGFISH, SPINY","106,386",48,"21,649",Public,Commercial,Squalus acanthias,160617,ACCSP
2021,RHODE ISLAND,"SHARK, HAMMERHEAD, GREAT",,,,Confidential,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2021,RHODE ISLAND,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2021,RHODE ISLAND,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2021,RHODE ISLAND,"SHRIMPS, MANTIS **","42,445",19,"466,663",Public,Commercial,Stomatopoda,99140,ACCSP
2021,RHODE ISLAND,"SHRIMPS, PENAEID **",,,,Confidential,Commercial,Penaeidae,95602,ACCSP
2021,RHODE ISLAND,"SKATE, BARNDOOR",,,,Confidential,Commercial,Dipturus laevis,564139,ACCSP
2021,RHODE ISLAND,"SKATE, LITTLE","4,283,271","1,943","791,217",Public,Commercial,Leucoraja erinacea,564130,ACCSP
2021,RHODE ISLAND,"SKATE, SMOOTH",,,,Confidential,Commercial,Malacoraja senta,564151,ACCSP
2021,RHODE ISLAND,"SKATE, THORNY",,,,Confidential,Commercial,Amblyraja radiata,564149,ACCSP
2021,RHODE ISLAND,"SKATE, WINTER","3,455,017","1,567","679,259",Public,Commercial,Leucoraja ocellata,564145,ACCSP
2021,RHODE ISLAND,"SKATES, RAJIDAE (FAMILY) **",,,,Confidential,Commercial,Rajidae,160845,ACCSP
2021,RHODE ISLAND,SPOT,,,,Confidential,Commercial,Leiostomus xanthurus,169267,ACCSP
2021,RHODE ISLAND,"SQUID, LONGFIN LOLIGO","14,730,912","6,682","20,003,399",Public,Commercial,Loligo pealeii,82372,ACCSP
2021,RHODE ISLAND,"SQUID, SHORTFIN ILLEX","23,988,253","10,881","13,709,324",Public,Commercial,Illex illecebrosus,82521,ACCSP
2021,RHODE ISLAND,"STINGRAY, ATLANTIC",,,,Confidential,Commercial,Dasyatis sabina,160953,ACCSP
2021,RHODE ISLAND,SWORDFISH,"83,011",38,"338,364",Public,Commercial,Xiphias gladius,172482,EXCEPTIONS
2021,RHODE ISLAND,TAUTOG,"50,164",23,"180,723",Public,Commercial,Tautoga onitis,170479,ACCSP
2021,RHODE ISLAND,"TILEFISH, BLUELINE","1,177",1,"2,920",Public,Commercial,Caulolatilus microps,168543,ACCSP
2021,RHODE ISLAND,"TILEFISH, GOLDEN","12,166",6,"25,917",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSP
2021,RHODE ISLAND,"TRIGGERFISH, GRAY",14,0,21,Public,Commercial,Balistes capriscus,173138,ACCSP
2021,RHODE ISLAND,TRIGGERFISHES **,"7,035",3,"12,876",Public,Commercial,Balistidae,173128,ACCSP
2021,RHODE ISLAND,"TUNA, ALBACORE","46,985",21,"62,823",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2021,RHODE ISLAND,"TUNA, BIGEYE","242,661",110,"1,388,310",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2021,RHODE ISLAND,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2021,RHODE ISLAND,"TUNA, BLUEFIN","67,490",31,"356,760",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2021,RHODE ISLAND,"TUNA, LITTLE TUNNY","12,799",6,"12,124",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2021,RHODE ISLAND,"TUNA, YELLOWFIN","120,444",55,"423,205",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2021,RHODE ISLAND,"VERTEBRATES, JAWED",,,,Confidential,Commercial,Gnathostomata ,914179,ACCSP
2021,RHODE ISLAND,WAHOO,,,,Confidential,Commercial,Acanthocybium solandri,172451,ACCSP
2021,RHODE ISLAND,WEAKFISH,"15,746",7,"30,260",Public,Commercial,Cynoscion regalis,169241,ACCSP
2021,RHODE ISLAND,"WHELK, CHANNELED","131,083",59,"1,515,269",Public,Commercial,Busycotypus canaliculatus,74096,ACCSP
2021,RHODE ISLAND,"WHELK, KNOBBED","3,562",2,"21,816",Public,Commercial,Busycon carica,74071,ACCSP
2021,RHODE ISLAND,WINDOWPANE,,,,Confidential,Commercial,Scophthalmus aquosus,172746,ACCSP
2021,RHODE ISLAND,WITHHELD FOR CONFIDENTIALITY,"305,553",139,"97,713",Public,Commercial,Other,0,ACCSP
2020,CONNECTICUT,"BASS, BLACK SEA","85,613",39,"229,805",Public,Commercial,Centropristis striata,167687,ACCSP
2020,CONNECTICUT,"BASS, STRIPED","1,309",1,"5,724",Public,Commercial,Morone saxatilis,167680,ACCSP
2020,CONNECTICUT,BLUEFISH,"25,038",11,"29,495",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2020,CONNECTICUT,"BONITO, ATLANTIC",210,0,382,Public,Commercial,Sarda sarda,172409,ACCSP
2020,CONNECTICUT,BUTTERFISH,"139,025",63,"129,287",Public,Commercial,Peprilus triacanthus,172567,ACCSP
2020,CONNECTICUT,"CARP, COMMON",297,0,148,Public,Commercial,Cyprinus carpio,163344,ACCSP
2020,CONNECTICUT,"CATFISH, BLUE","1,007",0,387,Public,Commercial,Ictalurus furcatus,163997,ACCSP
2020,CONNECTICUT,"CATFISH, WHITE",8,0,4,Public,Commercial,Ameiurus catus,164037,ACCSP
2020,CONNECTICUT,"CATFISHES, BULLHEAD **",971,0,"1,631",Public,Commercial,Ictaluridae,163995,ACCSP
2020,CONNECTICUT,COBIA,8,0,4,Public,Commercial,Rachycentron canadum,168566,ACCSP
2020,CONNECTICUT,"COD, ATLANTIC","4,492",2,"7,735",Public,Commercial,Gadus morhua,164712,ACCSP
2020,CONNECTICUT,CONCHS **,"183,913",83,"463,391",Public,Commercial,Strombidae,72554,ACCSP
2020,CONNECTICUT,"CRAB, BLUE",369,0,"1,222",Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,CONNECTICUT,"CRAB, GREEN",130,0,65,Public,Commercial,Carcinus maenas,98734,ACCSP
2020,CONNECTICUT,"CRAB, HORSESHOE","41,814",19,"34,632",Public,Commercial,Limulus polyphemus,82703,ACCSP
2020,CONNECTICUT,"CRAB, JONAH",323,0,312,Public,Commercial,Cancer borealis,98678,ACCSP
2020,CONNECTICUT,CUNNER,30,0,31,Public,Commercial,Tautogolabrus adspersus,170481,ACCSP
2020,CONNECTICUT,DOLPHINFISH **,60,0,174,Public,Commercial,Coryphaena spp.,168790,ACCSP
2020,CONNECTICUT,"DORY, BUCKLER","2,816",1,"1,883",Public,Commercial,Zenopsis conchifera,166284,ACCSP
2020,CONNECTICUT,"EEL, AMERICAN","2,959",1,"8,293",Public,Commercial,Anguilla rostrata,161127,ACCSP
2020,CONNECTICUT,"EEL, CONGER",194,0,92,Public,Commercial,Conger oceanicus,161326,ACCSP
2020,CONNECTICUT,"FLOUNDER, AMERICAN PLAICE","20,677",9,"21,913",Public,Commercial,Hippoglossoides platessoides,172877,ACCSP
2020,CONNECTICUT,"FLOUNDER, FOURSPOT","1,648",1,"1,327",Public,Commercial,Paralichthys oblongus,172739,ACCSP
2020,CONNECTICUT,"FLOUNDER, SUMMER","370,467",168,"1,114,283",Public,Commercial,Paralichthys dentatus,172735,ACCSP
2020,CONNECTICUT,"FLOUNDER, WINTER","22,150",10,"36,152",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2020,CONNECTICUT,"FLOUNDER, WITCH","10,174",5,"18,233",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2020,CONNECTICUT,"FLOUNDER, YELLOWTAIL","4,288",2,"7,272",Public,Commercial,Limanda ferruginea,172909,ACCSP
2020,CONNECTICUT,GOOSEFISH,"96,935",44,"55,859",Public,Commercial,Lophius americanus,164499,ACCSP
2020,CONNECTICUT,HADDOCK,"15,010",7,"11,253",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2020,CONNECTICUT,"HAKE, RED","58,949",27,"20,357",Public,Commercial,Urophycis chuss,164730,ACCSP
2020,CONNECTICUT,"HAKE, SILVER","466,445",212,"393,183",Public,Commercial,Merluccius bilinearis,164791,ACCSP
2020,CONNECTICUT,"HAKE, WHITE",187,0,175,Public,Commercial,Urophycis tenuis,164732,ACCSP
2020,CONNECTICUT,"HAKES, MERLUCCIUS (GENUS) **",5,0,4,Public,Commercial,Merluccius,164790,ACCSP
2020,CONNECTICUT,"HAKES, RED AND WHITE **",61,0,76,Public,Commercial,Urophycis,164729,ACCSP
2020,CONNECTICUT,"HALIBUT, ATLANTIC",215,0,"1,222",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSP
2020,CONNECTICUT,"HERRING, ATLANTIC","64,258",29,"16,159",Public,Commercial,Clupea harengus,161722,ACCSP
2020,CONNECTICUT,"HERRING, BLUEBACK",7,0,4,Public,Commercial,Alosa aestivalis,161703,ACCSP
